date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2022-06-09,FJ,55,62,78,-2,39,11
2022-04-22,FJ,40,50,71,-5,38,11
2021-03-10,GR,-54,7,15,-48,-34,11
2020-08-30,IQ,-26,-10,-15,-26,-46,11
2021-03-08,IT,-35,-4,-15,-44,-27,11
2022-05-06,KH,15,1,37,-28,22,11
2022-04-18,KH,7,0,38,-26,-3,11
2020-09-29,KW,-23,-11,-29,-16,-24,11
2022-04-13,KW,-17,1,-20,0,-11,11
2021-12-06,LA,-20,-4,-26,-50,-44,11
2022-03-16,LK,24,53,64,29,5,11
2021-03-08,LV,-23,1,-10,-41,-35,11
2022-08-22,LY,197,269,327,124,97,11
2022-08-20,LY,181,264,297,127,99,11
2020-10-19,MA,-23,20,-24,-17,-15,11
2022-08-12,MY,-4,18,23,-16,4,11
2022-05-17,MZ,45,51,44,37,54,11
2022-05-16,NA,17,39,39,41,43,11
2021-11-10,NG,27,31,11,34,5,11
2020-07-06,NI,-25,-11,-20,-31,-23,11
2021-04-07,NO,-27,1,17,-44,-29,11
2021-06-21,NP,-35,6,-10,-27,-41,11
2020-07-02,NP,-34,-19,-21,-36,-26,11
2022-08-30,NP,40,88,145,49,1,11
2020-09-29,NP,-34,-17,-14,-14,-25,11
2021-06-03,PA,-21,0,-43,-28,-16,11
2021-04-15,PL,-35,0,-22,-39,-25,11
2020-11-18,RW,5,-18,6,-15,-15,11
2020-08-29,SG,-16,6,-17,-26,-5,11
2022-08-29,TH,-4,24,-8,-20,3,11
2021-06-06,TR,-66,-23,-22,-43,-24,11
2021-05-25,UG,-5,10,-13,-29,4,11
2022-01-25,VE,19,66,20,-17,9,11
2020-11-14,AR,-43,-8,-66,-34,-8,11
2022-01-05,DE,-13,15,3,-34,-31,11
2020-12-22,EE,4,19,24,-23,-42,11
2021-03-04,FI,-22,-1,22,-45,-33,11
2021-03-18,MY,-21,4,-29,-44,-18,11
2020-12-20,PH,-24,10,-6,-30,1,11
2022-04-22,RO,-13,25,8,-31,-59,11
2020-07-27,TH,11,11,45,-38,-55,11
2021-04-05,TW,7,8,34,-9,-59,11
2020-12-03,US,-18,-5,-13,-37,-32,11
2022-01-04,US,-14,1,-19,-30,-30,11
2022-04-26,AE,13,44,-1,14,13,11
2021-01-07,AU,-11,2,3,-48,-33,11
2020-08-15,BD,-24,-2,2,-18,-26,11
2021-04-19,BE,-34,6,36,-29,-24,11
2021-11-13,BO,-16,-7,-6,-19,-11,11
2021-01-06,BW,3,28,50,21,-34,11
2020-11-02,CA,-22,-7,1,-51,-32,11
2020-08-30,EC,-38,-25,-35,-48,-5,11
2020-08-10,GB,-11,-11,118,-40,-48,11
2020-10-14,GB,-27,-9,23,-40,-33,11
2021-01-23,GH,-4,21,-14,-1,-11,11
2022-03-30,GT,11,28,14,-5,13,11
2022-01-11,IL,-12,15,5,-25,-19,11
2020-08-15,IQ,-24,-3,-14,-19,-15,11
2020-08-07,IQ,-36,-14,-25,-34,-11,11
2022-05-26,JO,22,50,63,-17,-36,11
2022-03-08,KE,60,60,77,73,37,11
2020-09-28,KW,-21,-10,-17,-11,-24,11
2021-11-28,LA,-30,-13,-31,-56,-36,11
2021-11-29,LK,7,32,6,-8,-15,11
2020-11-27,LT,-44,10,-8,-33,-30,11
2020-08-04,MA,-17,-7,15,-32,-40,11
2020-10-26,MA,-20,26,-20,-15,-21,11
2022-01-14,NL,-46,3,2,-44,-25,11
2022-05-18,PE,5,19,4,-12,14,11
2022-08-02,PE,17,31,17,-1,8,11
2022-05-17,PE,3,19,3,-11,14,11
2021-03-29,PL,-35,-7,-10,-41,-27,11
2020-11-17,PT,-22,-1,-16,-36,-18,11
2020-10-30,PT,-26,2,-10,-36,-17,11
2020-09-30,RW,5,-11,1,-16,-24,11
2021-09-08,RW,38,6,30,2,-4,11
2022-04-16,SA,4,36,19,1,25,11
2021-02-16,SE,-25,-4,10,-43,-30,11
2021-02-02,SG,-16,6,-17,-25,-15,11
2021-04-20,SG,-15,5,-18,-19,-10,11
2022-06-26,SN,21,38,63,29,46,11
2022-01-26,TR,-13,41,-16,2,-16,11
2021-05-09,UG,-15,11,-21,-37,5,11
2020-07-22,UY,-35,-21,-57,-37,-14,11
2022-03-08,VE,30,63,36,-9,27,11
2022-05-12,VE,36,70,41,-5,39,11
2021-07-01,VE,-10,32,-3,-37,-15,11
2022-06-17,VE,44,80,46,0,50,11
2022-01-27,ZA,19,44,7,3,1,11
2021-06-29,AU,-19,6,-32,-55,-24,11
2021-03-08,BE,-28,5,26,-31,-26,11
2021-10-15,CL,-1,18,-18,1,9,11
2020-11-29,CV,-43,-27,-30,-64,-42,11
2020-11-03,DO,-33,-12,-42,-25,-30,11
2022-01-28,FI,-23,0,23,-42,-29,11
2022-02-04,FJ,27,40,-6,-12,24,11
2022-06-24,FJ,46,59,71,2,42,11
2022-03-31,FJ,46,49,75,-10,29,11
2020-07-26,GA,-14,2,-14,-22,7,11
2022-07-19,HU,18,29,143,-3,-22,11
2022-02-24,ID,3,25,12,-25,-6,11
2020-08-28,ID,-15,0,-12,-33,-19,11
2020-12-17,ID,-15,3,-10,-23,-23,11
2022-04-19,JM,10,19,20,0,-13,11
2022-08-17,JP,-7,3,-13,-22,-22,11
2021-11-22,KH,-11,-15,-23,-47,-19,11
2022-04-08,KW,-21,-1,-29,-12,-16,11
2020-10-18,KW,-25,-15,-27,-9,-21,11
2020-09-18,KW,-28,-19,-29,-37,-19,11
2020-11-22,LB,-68,-42,-43,-55,-39,11
2020-10-18,MA,-22,14,-20,-23,-7,11
2022-06-02,NA,35,65,46,60,37,11
2022-07-20,NA,29,58,47,39,36,11
2021-11-29,NG,31,38,20,36,9,11
2020-11-06,NP,-34,-12,-18,-17,-20,11
2022-03-22,NZ,-11,7,-19,-53,-11,11
2021-01-07,PY,-21,-4,-28,-32,-13,11
2022-04-27,SA,24,59,37,13,-5,11
2021-01-09,SK,-70,-25,-3,-54,-24,11
2022-03-30,TH,-4,20,-8,-31,-12,11
2020-12-04,VE,-17,7,-16,-7,-9,11
2021-03-09,DE,-36,-1,12,-35,-24,11
2021-07-07,IN,-22,24,-13,-11,-23,11
2021-03-25,MY,-21,3,-31,-43,-17,11
2020-08-26,NZ,-25,-11,-23,-51,-16,11
2022-01-15,PE,-4,17,0,-9,6,11
2022-07-14,AG,32,40,87,-15,-14,11
2020-10-24,BE,-42,-5,10,-29,-16,11
2020-10-03,BO,-44,-21,-33,-36,-20,11
2020-12-17,CL,-20,1,-30,-16,-16,11
2021-05-20,CM,-6,15,-15,24,-55,11
2022-08-19,EC,40,66,29,33,18,11
2021-02-14,GB,-65,-21,-28,-65,-30,11
2022-01-29,GH,35,70,11,27,14,11
2020-11-12,GH,0,21,-16,6,-12,11
2020-12-26,GT,-29,-19,-24,-33,-26,11
2021-01-02,GT,-31,-22,-18,-37,-34,11
2020-07-01,ID,-16,2,-14,-36,-24,11
2020-12-03,IL,-30,4,2,-27,-23,11
2022-07-30,IN,9,50,54,27,37,11
2021-12-30,KE,35,50,11,39,-24,11
2022-05-21,KH,9,-2,32,-24,24,11
2021-10-31,LA,-35,-18,-36,-65,-37,11
2021-03-09,MT,-32,-4,-29,-26,-24,11
2022-05-03,NA,43,79,48,44,0,11
2022-05-22,PH,11,53,55,18,29,11
2020-07-06,PT,-20,-5,51,-41,-32,11
2021-04-06,SG,-14,6,-17,-21,-12,11
2020-09-20,SG,-18,-4,-4,-32,-1,11
2022-06-19,SN,16,33,57,20,38,11
2020-07-03,TG,-12,-2,14,-20,-4,11
2020-12-30,RO,-18,24,-7,-37,-54,11
2020-07-11,AE,-28,-8,-50,-49,-11,11
2022-07-25,AO,100,89,180,102,52,11
2022-01-13,BE,-13,15,-1,-29,-22,11
2020-10-12,BH,-25,-11,-20,-12,-20,11
2020-07-04,BJ,-20,-15,-9,-22,-4,11
2020-11-07,BZ,-31,-5,3,-48,-22,11
2021-01-19,BZ,-30,-18,-15,-50,-40,11
2020-07-30,BZ,-15,-1,-13,-37,-31,11
2020-12-16,DK,-5,4,11,-41,-33,11
2020-09-30,GB,-26,-11,4,-40,-34,11
2022-06-06,GT,6,20,7,-3,17,11
2022-03-07,HT,45,40,55,41,15,11
2021-01-02,HU,-50,-25,15,-41,-35,11
2022-01-12,IL,-12,14,9,-24,-20,11
2022-04-11,IN,10,53,68,26,21,11
2021-12-29,IT,-6,36,38,-31,-41,11
2022-09-01,JM,16,28,30,12,-9,11
2022-03-08,KG,-6,-3,-5,-21,-58,11
2020-12-18,KZ,-25,-8,-19,18,-53,11
2020-12-08,LT,-39,11,-12,-38,-31,11
2021-03-16,LU,-36,-2,-19,-27,-27,11
2022-05-09,MD,-14,-12,37,-25,-59,11
2021-04-30,MU,-37,-19,-53,-54,-39,11
2020-08-21,NG,-12,-2,-10,1,-11,11
2021-03-04,NZ,-19,-2,-21,-52,-12,11
2020-11-27,PL,-32,-3,-24,-41,-25,11
2020-10-22,PY,-25,-10,-18,-36,-9,11
2021-10-17,RW,27,4,32,3,3,11
2022-02-03,SE,-20,-3,-9,-43,-28,11
2021-03-05,SE,-22,-6,26,-41,-33,11
2021-11-20,SG,-10,8,-9,-22,6,11
2020-10-30,TG,1,32,25,8,-2,11
2020-12-01,VE,-14,10,-14,-7,-15,11
2022-04-11,VE,37,78,54,-2,22,11
2022-05-25,YE,113,150,216,80,62,11
2022-09-11,ZA,22,41,61,30,38,11
2020-11-25,ZA,-5,12,-31,-27,-17,11
2022-02-27,ZM,71,82,94,10,38,11
2020-11-13,AR,-41,-7,-60,-38,-14,11
2021-01-04,FR,-37,-2,-24,-34,-27,11
2020-11-06,IN,-29,12,-38,-20,-23,11
2020-08-30,IN,-58,-24,-54,-40,-12,11
2020-10-26,IN,-29,8,-34,-21,-37,11
2021-12-30,MY,-2,24,9,-21,-20,11
2021-10-17,NZ,-18,4,-35,-62,-14,11
2021-05-10,TH,-25,4,-43,-58,-33,11
2021-05-18,TW,-38,4,-37,-47,-13,11
2022-04-25,AE,11,41,-2,13,14,11
2020-10-06,BB,-34,-28,-16,-38,-26,11
2021-12-02,BE,-8,20,-6,-26,-24,11
2021-03-08,BY,-22,3,-31,-28,-79,11
2022-04-18,BZ,13,5,130,-17,-66,11
2022-02-11,CA,-17,-2,1,-46,-25,11
2020-10-29,CA,-17,0,8,-49,-30,11
2022-02-27,CV,-3,3,15,-27,-27,11
2020-09-24,GB,-26,-9,28,-41,-35,11
2020-07-23,GH,-7,7,-12,-9,-15,11
2022-01-26,GT,7,27,2,-5,-2,11
2020-09-19,ID,-19,-3,-14,-39,-12,11
2020-08-27,ID,-13,2,-7,-32,-21,11
2020-08-25,ID,-14,0,-8,-32,-21,11
2022-06-09,IN,12,48,71,29,14,11
2021-04-04,IT,-76,-74,-43,-60,-27,11
2020-08-11,JP,3,8,20,-28,-33,11
2020-08-22,KW,-30,-21,-29,-35,-22,11
2020-07-14,LK,-19,-4,-9,-16,-16,11
2021-03-10,LU,-39,-2,-17,-27,-26,11
2022-06-30,MZ,57,65,47,44,56,11
2020-10-11,NP,-30,-9,-17,-20,-18,11
2021-06-23,PA,-30,-8,-45,-32,-17,11
2021-06-13,PA,-42,-33,-57,-41,-18,11
2022-08-03,PE,18,30,17,-3,8,11
2021-04-08,PL,-39,-2,-7,-40,-27,11
2020-12-15,PR,-17,-13,-35,-40,-24,11
2020-07-08,PT,-17,-2,44,-37,-31,11
2020-12-04,PT,-24,7,-39,-37,-17,11
2020-07-14,PT,-17,-3,49,-39,-32,11
2021-01-26,SG,-18,2,-18,-26,-16,11
2022-01-17,TJ,-12,3,-20,-31,-17,11
2022-07-02,TJ,3,11,30,-18,-10,11
2021-12-18,UG,9,21,16,-17,21,11
2020-11-02,ZA,-14,0,-34,-28,-20,11
2021-02-19,ZW,-20,6,-15,-29,-23,11
2022-03-15,ZW,86,98,184,87,71,11
2021-03-04,DE,-45,0,-3,-38,-25,11
2020-07-05,BR,-51,-4,-53,-41,-3,11
2021-08-20,EE,-9,11,160,-21,-71,11
2021-02-26,FI,-19,0,24,-46,-31,11
2020-12-02,FR,-32,-2,-21,-36,-25,11
2020-12-03,IN,-28,8,-21,-19,-23,11
2021-03-12,MY,-24,2,-30,-45,-17,11
2020-12-26,MY,-31,-13,-3,-34,-22,11
2020-08-09,AE,-18,-1,-38,-41,-21,11
2020-08-11,AO,-11,2,-2,-28,-17,11
2021-11-23,AT,-55,3,0,-35,-28,11
2022-04-11,BD,37,74,89,58,62,11
2022-08-31,BD,46,77,103,65,67,11
2022-08-19,BD,55,92,117,74,77,11
2020-08-17,BH,-24,-9,-23,-22,-21,11
2022-08-18,BO,29,36,19,21,51,11
2021-01-08,CR,-30,-13,-41,-38,-25,11
2020-07-18,CV,-38,-21,-42,-65,-25,11
2021-01-24,DO,-59,-33,-51,-47,-38,11
2022-01-13,FJ,10,17,-11,-34,-6,11
2021-10-05,FJ,20,26,-1,-32,-8,11
2020-10-20,GA,-14,-15,16,8,-13,11
2020-09-29,GH,0,25,-5,12,-16,11
2020-12-14,ID,-15,2,-9,-27,-22,11
2020-07-26,IL,-22,-3,-2,-24,-30,11
2021-03-28,IT,-60,-27,-14,-48,-20,11
2021-04-10,IT,-46,-2,-20,-44,-24,11
2020-12-02,JM,-23,-12,-35,-21,-25,11
2020-12-28,JM,-11,-2,-17,-13,-34,11
2020-12-16,JO,-19,9,-22,-45,-19,11
2020-11-02,KE,1,12,-6,17,-11,11
2021-11-30,KH,-11,-14,-21,-43,-16,11
2020-11-04,KW,-23,-14,-16,-7,-22,11
2021-02-16,LK,-26,-4,-28,-25,-26,11
2021-10-18,NG,22,27,7,31,4,11
2021-03-26,NL,-36,4,51,-44,-26,11
2021-01-28,NO,-29,-8,13,-50,-28,11
2021-06-21,PA,-30,-9,-47,-36,-21,11
2022-04-03,PH,8,52,58,7,27,11
2020-10-13,PR,-25,-20,-37,-49,-26,11
2021-03-31,RW,2,-13,1,-9,-19,11
2020-08-30,SG,-18,-1,-2,-31,-4,11
2022-08-03,TT,11,52,-3,8,-13,11
2021-06-22,TT,-50,8,-41,-59,-53,11
2022-06-11,VE,49,81,37,2,59,11
2022-02-02,VE,26,69,27,-12,15,11
2022-05-29,ZA,25,49,46,19,34,11
2022-05-14,ZA,21,38,38,19,33,11
2020-08-18,BR,-31,2,-37,-32,-15,11
2021-03-01,EE,-21,-2,-4,-34,-28,11
2020-12-12,IN,-31,8,-20,-11,-16,11
2022-03-04,NZ,-7,14,-14,-52,-11,11
2021-08-10,TH,-26,9,-42,-60,-27,11
2022-01-06,US,-19,-2,-19,-33,-30,11
2022-04-04,AE,7,43,1,12,8,12
2022-03-07,AO,79,66,151,47,-45,12
2022-08-26,BD,56,94,114,72,84,12
2020-10-27,BE,-35,-2,0,-32,-29,12
2020-10-09,BO,-34,-10,-27,-27,-18,12
2021-02-28,CL,-44,-20,-51,-25,-13,12
2022-03-17,FJ,34,44,75,-16,29,12
2022-05-20,FJ,41,47,64,-7,41,12
2020-11-23,HU,-30,-8,-16,-35,-28,12
2021-02-15,IL,-35,1,10,-35,-31,12
2020-08-12,JM,-15,-8,-20,-15,-28,12
2022-07-12,JO,36,57,55,6,-51,12
2020-10-29,KE,-4,10,-13,12,-13,12
2022-03-11,KE,65,70,92,76,43,12
2022-03-30,KH,10,-1,33,-34,20,12
2022-02-24,LK,18,40,27,4,-3,12
2021-02-22,LV,-34,-14,4,-44,-37,12
2021-05-04,MA,-40,51,-30,-24,-13,12
2020-11-17,MT,-27,-14,-35,-28,-22,12
2022-07-12,MZ,45,53,49,37,54,12
2022-08-29,MZ,66,74,64,42,64,12
2022-02-08,NG,42,44,37,44,27,12
2021-01-21,NO,-25,-9,-22,-49,-27,12
2020-07-07,OM,-27,-19,-34,-44,-26,12
2022-07-12,PA,-11,18,-21,-3,10,12
2022-03-20,PH,7,49,57,7,25,12
2020-10-31,PT,-35,-6,-27,-43,-8,12
2020-11-15,RW,-5,-22,-4,-19,-18,12
2022-04-03,SA,2,49,20,-7,21,12
2022-01-17,SG,-12,10,-11,-21,-17,12
2020-08-29,SV,-37,-19,-38,-43,-24,12
2022-03-09,VE,29,61,36,-8,28,12
2022-05-10,VE,34,71,36,-6,37,12
2020-09-07,ZA,-17,-7,-10,-39,-28,12
2020-07-12,ZA,-39,-20,-27,-56,-9,12
2022-05-05,ZW,113,124,195,126,73,12
2020-09-12,IN,-42,-6,-48,-31,-23,12
2021-12-31,PE,14,74,18,-14,-22,12
2021-04-28,MY,-26,7,-35,-45,-16,12
2021-01-08,NZ,-1,0,-7,-47,-36,12
2021-11-30,PE,5,20,0,-11,-8,12
2022-04-29,AF,101,252,117,1,56,12
2020-07-22,BD,-28,-13,-18,-29,-17,12
2021-01-28,BO,-32,-14,-33,-25,-25,12
2021-11-02,BO,-15,-8,-16,-17,-70,12
2022-07-12,EG,17,89,120,5,-49,12
2020-09-21,HN,-39,-18,-26,-45,-34,12
2020-12-16,KE,2,16,-4,21,-9,12
2020-10-14,KE,-7,10,-13,12,-15,12
2021-04-07,MT,-34,0,12,-20,-33,12
2021-04-20,MU,-40,-33,-50,-62,-51,12
2021-02-09,PA,-37,-14,-47,-41,-33,12
2022-04-26,SA,21,53,40,15,-4,12
2022-04-17,SA,9,43,36,3,19,12
2022-02-07,SI,3,36,40,-27,-45,12
2022-03-26,SN,15,44,59,23,30,12
2022-09-03,TJ,7,13,28,-17,-7,12
2020-11-19,VE,-18,6,-19,-8,-17,12
2022-07-31,YE,124,172,211,70,69,12
2021-11-03,ZA,12,44,-6,-2,-2,12
2020-12-07,AT,-25,5,-16,-40,-43,12
2020-12-29,AU,1,15,7,-51,-55,12
2021-02-01,BE,-39,-6,-11,-37,-30,12
2020-09-03,BH,-25,-10,-26,-22,-21,12
2021-02-07,BO,-45,-28,-37,-48,-17,12
2022-08-20,BW,108,129,209,109,64,12
2020-07-03,CA,-15,6,151,-45,-47,12
2021-03-10,CL,-30,-4,-40,-22,-16,12
2021-02-18,CL,-30,-7,-28,-27,-25,12
2021-02-24,EC,-22,4,-31,-19,-31,12
2021-03-12,EC,-18,13,-29,-16,-29,12
2022-02-26,GH,36,68,24,29,20,12
2020-07-29,JM,-14,-6,-21,-14,-27,12
2021-10-28,LA,-34,-18,-35,-61,-44,12
2021-02-26,LT,-51,15,-13,-41,-30,12
2022-02-18,LU,-26,-5,-21,-25,-34,12
2020-10-13,NG,-15,-3,-23,2,-19,12
2020-07-19,OM,-28,-21,-30,-49,-26,12
2022-04-07,PK,33,59,57,40,48,12
2020-07-26,QA,-8,17,13,-28,-8,12
2020-12-17,SE,-20,-2,-14,-44,-30,12
2021-04-13,SG,-18,7,-20,-21,-12,12
2022-06-03,SG,-9,-4,-17,-16,-11,12
2022-03-14,TJ,2,9,35,-18,17,12
2022-02-14,UG,31,33,21,6,30,12
2021-03-12,VE,-29,6,-25,-48,-20,12
2021-02-15,VE,-39,-12,-10,-53,-57,12
2022-03-17,ZW,91,95,167,90,68,12
2020-08-04,BR,-28,9,-31,-30,-18,12
2020-12-28,ES,-16,7,-12,-34,-44,12
2021-02-16,NZ,-24,-6,-24,-55,-20,12
2021-05-18,CO,-22,19,-19,-15,-14,12
2020-08-13,AO,-10,3,1,-25,-18,12
2020-07-16,AW,-25,-11,-10,-38,-27,12
2021-12-28,BG,-20,12,22,-14,-68,12
2020-12-09,BZ,-15,-2,-3,-44,-33,12
2022-05-21,CL,-11,13,-23,-6,-8,12
2021-02-22,EC,-21,4,-32,-19,-32,12
2022-04-25,EG,11,104,56,20,-16,12
2022-04-24,FJ,47,67,77,0,21,12
2022-06-08,FJ,46,62,83,-4,38,12
2022-04-13,GT,32,63,51,5,-31,12
2020-10-22,HN,-40,-14,-26,-44,-31,12
2022-01-16,IN,-29,10,-2,-10,1,12
2022-04-26,IN,10,51,67,26,18,12
2022-03-11,IN,11,54,59,26,24,12
2022-06-15,IN,10,50,65,30,17,12
2020-10-29,JM,-26,-15,-33,-16,-30,12
2020-09-02,KE,-12,-3,-3,-6,-19,12
2020-11-03,KE,0,13,-7,17,-12,12
2020-08-21,KW,-37,-25,-39,-44,-19,12
2021-04-14,LU,-32,0,5,-30,-40,12
2021-11-05,LV,-41,-1,-8,-42,-35,12
2020-12-10,MA,-20,34,-18,-10,-19,12
2021-05-14,NL,-9,15,160,-41,-52,12
2020-07-03,NP,-35,-15,-23,-35,-26,12
2022-03-17,PE,0,18,4,-15,6,12
2020-09-26,PY,-33,-10,-37,-47,-12,12
2022-08-18,PY,5,26,10,-12,45,12
2020-07-17,QA,-27,5,-14,-37,-2,12
2020-11-05,SK,-38,-9,-7,-41,-29,12
2021-05-13,SN,-29,2,-22,-41,-75,12
2022-07-22,TJ,6,8,37,-15,-12,12
2021-12-05,UG,1,26,11,-23,25,12
2020-10-19,VE,-26,0,-24,-21,-21,12
2022-06-21,YE,126,163,224,87,89,12
2022-07-29,ZA,37,59,68,40,17,12
2022-06-24,ZW,116,125,214,127,93,12
2021-01-14,CO,-40,-10,-33,-36,-32,12
2020-12-21,IN,-27,11,-16,-11,-18,12
2020-08-25,NZ,-28,-13,-33,-53,-18,12
2020-10-24,PE,-36,-12,-25,-34,-17,12
2021-01-13,US,-23,-12,-18,-41,-33,12
2021-04-22,BH,-20,-2,-35,-12,-15,12
2022-06-03,BW,60,108,157,86,41,12
2020-10-23,CA,-22,-5,41,-46,-31,12
2021-01-22,GH,-3,16,-12,2,-15,12
2022-06-24,GT,18,35,21,-4,12,12
2020-09-06,GT,-42,-32,-39,-54,-22,12
2021-07-21,ID,-20,13,-13,-46,-36,12
2020-12-09,IT,-29,-2,-32,-42,-25,12
2020-11-17,JM,-29,-21,-37,-27,-30,12
2022-05-12,KE,64,71,84,72,40,12
2022-07-09,KH,11,0,27,-24,27,12
2020-12-15,KH,-27,-14,-17,-45,-22,12
2020-10-20,KW,-24,-15,-27,-7,-23,12
2021-01-03,KW,-19,-10,-11,-7,-42,12
2020-09-23,KW,-23,-13,-19,-19,-25,12
2021-11-24,LA,-31,-15,-34,-52,-43,12
2022-01-04,LU,-19,11,-24,-29,-29,12
2022-01-14,LU,-21,8,-1,-19,-23,12
2021-05-11,MA,-32,67,-19,-15,-27,12
2020-11-19,MA,-25,21,-26,-20,-14,12
2021-05-12,MA,-25,88,-13,-8,-34,12
2020-10-06,MX,-32,-9,-38,-38,-32,12
2021-02-12,MX,-34,-6,-46,-40,-27,12
2022-08-23,PE,15,32,17,0,25,12
2021-12-04,PH,6,48,20,-14,2,12
2020-08-18,PR,-19,-13,-21,-48,-28,12
2020-07-06,QA,-8,21,5,-22,-11,12
2021-09-12,RW,22,3,36,-12,3,12
2021-04-18,RW,-7,-1,-3,-8,-12,12
2022-04-20,SA,9,43,37,12,15,12
2021-02-25,SG,-17,2,-21,-20,-14,12
2022-03-17,SN,21,50,59,32,30,12
2020-08-09,UY,-37,-16,-59,-46,-15,12
2021-06-04,VE,-13,31,-1,-35,-7,12
2022-06-15,VE,46,85,52,2,43,12
2022-03-24,VE,29,62,37,-9,33,12
2022-06-18,YE,116,156,135,76,84,12
2021-05-14,ZA,-1,23,-32,-15,-15,12
2020-09-20,ZW,0,5,39,-23,13,12
2020-10-21,CZ,-26,14,10,-26,-29,12
2021-02-19,FR,-42,-4,4,-31,-33,12
2021-01-04,MY,-22,2,-14,-34,-24,12
2021-03-05,MY,-23,4,-30,-48,-18,12
2020-07-26,AO,-30,-8,-21,-47,0,12
2020-07-23,BD,-26,-10,-18,-28,-12,12
2020-09-10,BH,-27,-12,-26,-24,-23,12
2020-12-30,EC,-9,28,-18,-12,-31,12
2022-06-07,FJ,46,56,81,1,39,12
2021-03-11,ID,-12,5,2,-32,-60,12
2022-07-14,IQ,87,168,85,68,7,12
2020-11-18,JM,-29,-19,-39,-27,-29,12
2020-11-10,LU,-19,-7,1,-23,-27,12
2021-02-23,LV,-36,-13,-11,-46,-37,12
2021-05-02,MA,-40,38,-28,-29,-25,12
2022-05-06,NA,30,55,28,35,21,12
2022-01-14,NG,33,42,30,39,22,12
2021-05-04,NL,-20,2,58,-50,-41,12
2021-03-16,NL,-36,0,10,-50,-32,12
2020-12-23,NO,7,36,9,-46,-56,12
2022-01-28,PA,-5,15,-23,-17,-4,12
2022-02-09,PE,5,19,5,-14,-5,12
2022-03-28,PE,-2,15,3,-18,7,12
2020-11-16,PL,-34,-11,-16,-42,-29,12
2020-08-09,SG,-21,-7,11,-30,-12,12
2021-09-19,SG,-20,-2,-14,-31,4,12
2022-06-25,SN,12,43,56,29,32,12
2022-03-16,TH,-5,20,-8,-35,-9,12
2020-12-17,VE,-11,16,-7,2,-14,12
2022-09-09,ZW,124,129,235,144,101,12
2021-05-31,BH,-21,5,-25,-9,-23,12
2020-11-27,BZ,-11,-8,3,-42,-30,12
2020-11-25,CR,-33,-20,-45,-42,-27,12
2022-01-21,FI,-26,-2,17,-43,-30,12
2020-12-15,GB,-25,0,10,-41,-34,12
2022-01-21,GH,36,64,10,33,16,12
2020-10-14,HN,-40,-14,-30,-42,-32,12
2020-12-02,HR,-48,-5,-29,-40,-28,12
2021-01-07,ID,-16,4,-10,-30,-24,12
2022-03-17,IN,14,60,68,30,12,12
2022-06-24,IN,8,50,62,26,20,12
2021-11-08,KH,-11,-12,-20,-46,-22,12
2022-04-15,KH,-7,-12,114,-31,-68,12
2020-10-15,KW,-25,-15,-23,-11,-22,12
2021-11-25,LA,-29,-12,-31,-52,-43,12
2021-11-23,LK,2,26,-1,-8,-17,12
2020-11-04,MA,-24,17,-31,-17,-15,12
2021-04-13,MT,-35,1,-20,-24,-25,12
2021-04-02,MZ,-34,-9,-40,-33,-67,12
2021-04-08,NL,-39,3,26,-48,-28,12
2021-04-06,NL,-40,-1,7,-49,-31,12
2022-08-15,PE,16,32,19,0,18,12
2022-06-26,PH,13,55,51,21,33,12
2020-11-10,PR,-24,-17,-51,-43,-28,12
2021-05-06,SA,-4,25,-21,-29,-16,12
2022-01-26,SE,-19,-3,-2,-44,-33,12
2022-03-12,SN,14,47,56,28,30,12
2020-07-17,TG,-14,-5,4,-21,-4,12
2022-08-05,TJ,11,13,36,-11,-13,12
2021-03-29,UY,-35,-8,-53,-34,-36,12
2022-06-22,VE,42,81,50,0,41,12
2022-03-17,VE,30,65,38,-8,31,12
2021-07-17,VN,-53,-18,-41,-58,-40,12
2022-03-23,YE,105,145,199,78,81,12
2020-10-05,ZA,-21,-6,-40,-33,-25,12
2020-08-05,BR,-25,11,-25,-29,-17,12
2021-07-05,CZ,-17,-6,177,-32,-77,12
2021-01-24,ES,-59,-18,-34,-47,-30,12
2022-08-27,MY,-1,16,24,-6,3,12
2022-08-04,MY,-2,18,16,-17,1,12
2021-10-15,PE,-3,16,-3,-15,-10,12
2021-05-21,AR,-39,9,-64,-32,-8,12
2020-07-27,BR,-33,1,-34,-33,-16,12
2021-05-20,CO,-20,14,-15,-20,-17,12
2021-04-26,EE,-33,0,-7,-37,-31,12
2021-03-17,FI,-33,-1,27,-47,-29,12
2021-07-29,IN,-22,21,-14,-13,-18,12
2021-01-08,IN,-25,15,-13,-9,-14,12
2022-08-25,AF,115,136,142,8,48,12
2022-01-03,AT,-13,13,22,-35,-48,12
2020-07-08,BD,-35,-18,-20,-35,-20,12
2020-12-12,BE,-44,-4,-14,-34,-14,12
2021-01-31,BO,-46,-27,-40,-46,-17,12
2021-07-20,CL,-7,15,-16,-8,-12,12
2021-07-22,CL,-11,11,-19,-9,-11,12
2020-08-21,GB,-26,-13,56,-40,-45,12
2022-02-16,GH,40,71,4,34,20,12
2020-12-28,GR,-34,11,59,-43,-40,12
2022-04-06,IN,8,50,59,25,22,12
