date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-08-17,PT,-1,12,93,-35,-44,11
2021-05-02,RW,0,-1,7,-15,-14,11
2020-07-26,SA,-15,-6,-6,-49,-29,11
2020-07-29,SE,11,7,216,-32,-60,11
2020-08-15,TG,-9,-3,22,-14,-7,11
2022-03-08,TZ,69,69,122,54,25,11
2020-10-14,TZ,-10,14,-10,-6,-49,11
2021-04-24,VE,-23,17,-25,-41,2,11
2022-01-26,VE,23,68,24,-14,10,11
2022-02-07,ZA,12,34,3,7,2,11
2021-08-01,ZA,3,31,-9,-19,8,11
2022-04-16,BD,39,76,83,63,74,11
2020-12-05,BE,-42,-3,1,-32,-14,11
2021-05-24,BO,-19,5,-21,-14,-10,11
2021-05-28,BO,-20,7,-21,-18,-8,11
2022-03-09,BW,43,66,129,68,35,11
2021-03-04,CL,-27,-3,-34,-21,-18,11
2022-01-01,CV,-22,-29,13,-22,-64,11
2022-05-11,FJ,43,56,77,-4,33,11
2022-01-27,GH,39,78,6,34,13,11
2020-07-08,GH,-7,6,-8,-7,-15,11
2022-01-15,GH,31,70,10,30,12,11
2020-09-20,GT,-37,-27,-33,-47,-18,11
2022-06-29,GT,21,37,22,3,6,11
2020-11-18,HU,-29,-3,7,-32,-28,11
2020-12-17,HU,-21,7,-13,-29,-27,11
2020-07-08,ID,-16,-2,-14,-34,-24,11
2020-09-01,ID,-11,6,-7,-31,-21,11
2020-09-07,ID,-11,2,-6,-33,-22,11
2020-12-07,IL,-30,1,-8,-29,-23,11
2020-07-15,IL,-20,2,5,-20,-28,11
2021-11-19,IN,-2,48,11,6,-20,11
2021-03-04,LK,-19,0,-23,-20,-25,11
2021-12-27,LK,22,43,29,0,-19,11
2022-03-07,ML,73,57,226,80,59,11
2021-03-05,MT,-35,6,-20,-23,-23,11
2020-07-25,MX,-42,-11,-37,-40,-12,11
2021-03-23,NL,-32,6,51,-48,-31,11
2021-03-26,NO,-29,1,4,-43,-28,11
2020-10-23,NP,-30,17,-4,-12,-49,11
2022-03-18,NZ,-6,10,-18,-50,-9,11
2022-03-25,PE,0,18,5,-16,11,11
2020-08-04,PR,-14,-12,-18,-46,-30,11
2020-09-30,PR,-23,-16,-40,-47,-26,11
2020-12-30,PR,-9,1,-23,-20,-34,11
2020-11-18,PT,-22,-3,-13,-35,-18,11
2020-10-23,PY,-27,-9,-24,-37,-10,11
2020-08-03,RW,-11,-10,2,-14,-23,11
2021-04-30,RW,9,-3,0,-4,-7,11
2020-07-12,RW,-22,-17,-5,-28,-8,11
2021-04-20,SA,-16,16,-8,-39,-14,11
2020-09-17,SA,-21,-12,-17,-50,-23,11
2020-12-16,SE,-19,-1,13,-42,-29,11
2021-02-03,SE,-27,-11,-1,-45,-29,11
2020-10-16,SK,-37,2,-21,-36,-22,11
2022-06-16,TJ,2,9,25,-14,-9,11
2022-04-23,VE,46,77,38,1,59,11
2021-09-19,ZA,-1,21,-9,-19,9,11
2020-09-22,BR,-31,3,-41,-29,-13,11
2021-04-26,CO,-28,8,-27,-14,-15,11
2020-10-22,IN,-29,11,-39,-18,-25,11
2021-04-07,IN,-25,21,-17,-9,-18,11
2020-11-09,IN,-26,13,-36,-20,-24,11
2021-01-23,PE,-37,-17,-34,-36,-20,11
2020-10-31,PE,-35,-9,-26,-34,-15,11
2021-12-31,TW,14,22,36,-5,-53,11
2020-07-06,US,-13,-2,48,-30,-41,11
2021-02-12,ES,-46,0,-18,-33,-23,11
2021-02-15,FR,-39,-9,3,-35,-34,11
2021-03-19,MY,-22,4,-25,-46,-15,11
2021-11-25,MY,-12,17,-6,-29,-15,11
2021-10-11,NZ,-13,8,-14,-51,-11,11
2021-02-22,US,-22,-13,-22,-39,-31,11
2020-07-15,US,-12,-1,56,-31,-37,11
2020-12-07,US,-21,-9,-22,-40,-33,11
2020-09-23,AE,-27,-9,-44,-43,-20,11
2021-08-29,AU,-27,-1,-20,-63,-21,11
2021-07-09,AU,-11,11,-32,-52,-21,11
2021-01-04,AU,-7,5,-11,-50,-35,11
2020-09-26,BD,-23,-2,-4,-7,-2,11
2022-04-15,BD,46,85,78,56,86,11
2020-10-21,BE,-35,-4,5,-26,-25,11
2022-04-19,BH,-8,7,-14,12,3,11
2021-06-06,BH,-21,0,-25,-11,-20,11
2022-06-18,BW,82,103,161,74,61,11
2021-09-27,CL,-9,10,-25,-6,11,11
2021-01-04,CR,-27,-9,-37,-34,-28,11
2020-09-30,DO,-34,-12,-32,-38,-32,11
2021-03-10,EC,-18,10,-31,-16,-31,11
2021-03-25,EC,-15,14,-24,-13,-29,11
2021-05-06,EC,-7,34,-21,-3,-28,11
2021-01-31,FJ,-64,-63,-35,-76,-53,11
2022-05-10,FJ,45,53,77,-4,32,11
2022-04-03,FJ,45,66,74,-7,20,11
2021-07-28,GB,-7,5,64,-38,-41,11
2022-01-26,GH,38,72,4,34,14,11
2020-10-16,GH,-2,20,-16,10,-10,11
2021-02-19,GR,-55,10,9,-50,-33,11
2021-04-12,HU,-20,6,21,-30,-31,11
2020-08-06,ID,-13,3,-8,-32,-24,11
2020-12-16,ID,-14,4,-7,-25,-23,11
2021-01-22,IL,-53,-12,-10,-48,-41,11
2022-07-30,KW,-17,-6,-35,-1,-29,11
2022-04-17,KW,-21,-4,-27,-4,-11,11
2020-09-07,KW,-24,-15,-22,-25,-29,11
2021-03-26,KW,-38,-16,-38,-31,-28,11
2020-11-26,LT,-43,8,-11,-35,-32,11
2020-11-18,LT,-44,8,-5,-38,-32,11
2021-12-22,LU,1,34,-5,-28,-46,11
2020-09-13,MA,-22,-10,-19,-33,-8,11
2021-04-21,MU,-44,-38,-54,-61,-48,11
2022-07-18,MY,-8,15,17,-18,-2,11
2022-07-28,MZ,60,68,53,45,54,11
2020-09-17,NI,-20,-8,-16,-25,-28,11
2020-07-23,NI,-25,-15,-18,-28,-20,11
2022-07-12,NZ,-4,5,-38,-41,-17,11
2020-08-10,PR,-13,-12,-17,-48,-25,11
2020-09-22,PR,-24,-18,-33,-50,-27,11
2020-08-13,SA,-20,-10,-10,-49,-27,11
2020-12-15,SE,-20,-4,-2,-43,-30,11
2021-05-29,UY,-35,-7,-60,-36,-7,11
2020-12-27,UY,-41,-24,-41,-44,-19,11
2022-01-20,AE,4,30,-5,-4,-1,11
2020-07-10,AU,-13,2,-11,-41,-26,11
2020-10-20,BE,-35,-3,3,-28,-26,11
2020-09-29,BH,-23,-9,-21,-10,-20,11
2020-09-16,BS,-33,-22,-17,-56,-31,11
2022-05-25,BW,74,93,150,75,41,11
2020-07-10,CA,-18,1,136,-44,-40,11
2022-02-11,CL,-4,23,7,-4,-8,11
2022-09-05,FJ,50,70,93,8,42,11
2020-08-07,GB,-28,-12,114,-39,-48,11
2021-01-15,GH,-1,17,-13,5,-18,11
2021-08-20,GH,26,63,-2,34,-1,11
2020-12-17,GH,6,36,-9,20,-10,11
2022-05-27,GT,9,22,8,-9,17,11
2022-08-09,GT,17,31,18,0,20,11
2022-03-29,GT,8,23,15,-6,13,11
2020-12-15,ID,-15,3,-9,-25,-24,11
2022-07-05,JM,13,24,28,7,-8,11
2022-06-11,KE,62,73,118,78,56,11
2021-10-31,KH,-12,-15,-19,-46,-17,11
2022-04-06,KH,13,3,41,-27,14,11
2020-10-22,KW,-23,-11,-14,-10,-22,11
2021-10-21,LA,-29,-15,-18,-59,-49,11
2021-11-03,LA,-32,-13,-35,-59,-44,11
2022-02-19,LK,18,40,24,4,5,11
2020-11-25,LT,-42,10,0,-36,-31,11
2022-08-24,LY,194,269,321,118,94,11
2021-05-13,MA,-32,27,-7,-24,-70,11
2020-12-15,MA,-21,32,-21,-9,-11,11
2020-08-07,MA,-16,-7,9,-33,-31,11
2022-08-17,MA,50,135,122,33,-10,11
2021-08-17,NG,20,31,8,32,0,11
2020-11-30,NL,-24,-10,-19,-48,-26,11
2020-07-14,PY,-27,-18,-33,-39,-13,11
2020-11-25,RW,6,-14,4,-15,-13,11
2021-05-06,RW,11,-2,3,-3,-7,11
2021-09-05,RW,24,7,30,-7,2,11
2020-12-09,SE,-21,-4,1,-44,-27,11
2021-02-08,SG,-12,18,-21,-23,-14,11
2021-11-04,TT,-38,5,-7,-59,-76,11
2020-08-31,UG,-20,-12,0,-35,-13,11
2020-12-24,VE,-8,35,4,1,-39,11
2020-11-20,ZA,-14,1,-30,-25,-19,11
2020-11-29,AR,-52,-23,-60,-40,-9,11
2021-02-12,CO,-34,-2,-33,-26,-19,11
2021-01-17,PH,-41,-14,-24,-49,-16,11
2020-10-07,AR,-48,-8,-61,-39,-20,11
2021-01-05,FR,-36,2,-19,-33,-26,11
2020-12-09,FR,-33,-4,-21,-35,-25,11
2020-08-07,AE,-33,-15,-57,-51,-14,11
2022-08-21,AF,115,222,134,8,39,11
2020-11-11,AT,-43,-12,-15,-36,-29,11
2021-11-30,AT,-52,5,-24,-35,-27,11
2022-04-20,BH,-9,3,-21,13,1,11
2021-06-08,CA,-17,15,98,-54,-32,11
2022-08-06,CL,4,31,-34,6,21,11
2022-05-24,FJ,44,54,81,-4,39,11
2020-09-14,GA,0,-20,23,11,-14,11
2021-02-11,GH,-3,26,-24,-2,-16,11
2022-04-18,GT,10,29,15,0,11,11
2021-08-03,ID,-15,18,-15,-38,-29,11
2020-09-03,ID,-13,2,-10,-32,-22,11
2020-07-27,IL,-21,0,-5,-23,-29,11
2022-05-05,IN,13,53,69,28,15,11
2021-01-29,IT,-39,-5,-24,-41,-27,11
2020-12-07,KE,3,13,-11,17,-8,11
2022-05-08,KH,18,1,30,-25,27,11
2021-11-11,KH,-9,-11,-18,-45,-19,11
2022-05-05,KH,17,3,39,-27,22,11
2020-12-31,KR,-14,31,-13,-16,-22,11
2022-04-25,KW,-15,1,-22,8,-12,11
2021-01-24,LK,-31,-14,-26,-29,-24,11
2022-01-01,LK,-1,19,23,-11,-2,11
2020-12-22,MA,-21,30,-20,-9,-12,11
2020-11-19,MT,-20,-9,-23,-23,-22,11
2022-08-08,MZ,62,68,59,39,63,11
2021-03-19,NL,-38,2,50,-45,-26,11
2022-01-20,NL,-32,4,-7,-42,-27,11
2022-07-14,PE,8,26,8,-8,21,11
2022-06-05,PY,6,33,3,-8,22,11
2020-08-09,PY,-30,-17,-30,-47,0,11
2021-09-14,RW,39,6,38,0,-6,11
2021-09-20,RW,42,9,39,5,-3,11
2020-11-01,RW,-3,-13,-7,-10,-18,11
2022-02-04,SE,-22,-8,-19,-43,-29,11
2022-04-19,TH,-5,21,-6,-33,-16,11
2021-03-28,TR,-58,-19,-15,-46,-25,11
2021-06-23,TT,-45,12,-40,-57,-52,11
2021-03-21,UG,-27,-2,-22,-40,-5,11
2020-11-07,UG,-22,-9,-18,-24,-3,11
2022-08-07,VE,58,93,60,7,54,11
2022-07-29,ZW,124,136,243,146,96,11
2020-10-27,BO,-27,-12,-26,-32,-19,11
2021-09-24,CL,-7,13,-20,-4,8,11
2022-03-01,CV,15,23,32,2,-21,11
2021-06-03,EC,0,34,-11,6,-22,11
2020-10-08,GB,-27,-9,21,-41,-33,11
2022-02-07,GH,40,76,6,34,17,11
2022-01-14,GH,33,65,6,37,11,11
2022-08-08,GT,17,32,19,4,21,11
2020-10-08,ID,-18,0,-3,-32,-25,11
2021-01-27,IT,-38,-9,-20,-40,-26,11
2021-01-14,IT,-36,-9,-24,-43,-28,11
2022-08-04,JM,16,32,39,11,-11,11
2020-07-18,KE,-20,-12,-7,-13,-3,11
2020-11-17,LT,-43,9,-6,-36,-32,11
2020-07-03,MA,-20,-3,-11,-28,-20,11
2021-02-12,MZ,-34,-10,-41,-38,-28,11
2022-05-10,NA,20,46,28,46,37,11
2021-08-11,NG,20,32,9,31,2,11
2021-04-21,NG,-1,15,-15,15,-7,11
2020-07-05,NI,-35,-18,-29,-38,-19,11
2022-06-05,NI,26,50,17,13,14,11
2020-07-07,NP,-32,-17,-23,-34,-28,11
2022-02-07,PE,4,20,6,-13,-5,11
2022-07-24,PK,18,33,39,35,35,11
2020-07-09,PT,-16,-3,50,-39,-31,11
2022-03-20,PY,-2,22,2,-20,16,11
2020-07-24,SA,-27,-15,-33,-58,-10,11
2021-08-21,SG,-13,15,-2,-21,7,11
2020-10-21,SI,-43,-14,7,-30,-25,11
2020-11-03,SK,-39,-12,7,-40,-31,11
2021-01-06,TR,-39,16,-7,-23,-20,11
2020-07-09,TT,-14,-2,-4,-35,-25,11
2022-04-06,VE,36,67,45,-4,34,11
2020-12-22,ZW,15,36,32,18,-52,11
2021-03-20,BR,-49,10,-48,-33,-11,11
2022-01-07,FR,-21,16,-12,-23,-22,11
2021-01-07,FR,-39,-2,-20,-34,-24,11
2021-11-16,MY,-16,13,-10,-32,-17,11
2022-06-22,MY,-5,20,17,-19,0,11
2022-02-27,MY,-16,11,0,-30,-13,11
2021-10-21,NZ,-10,16,-18,-51,-8,11
2021-07-25,AU,-29,-2,-24,-63,-22,11
2021-11-12,BE,5,32,57,-20,-46,11
2022-08-28,CL,-3,18,-7,17,30,11
2021-01-24,CV,-45,-32,-29,-62,-49,11
2021-10-11,FJ,15,24,-1,-34,-5,11
2021-02-08,GH,-5,23,-17,1,-17,11
2020-07-21,GH,-7,3,-10,-9,-17,11
2021-02-12,HU,-33,4,-24,-34,-23,11
2021-07-18,IL,-16,5,7,-28,-36,11
2022-05-18,IN,10,49,68,29,16,11
2022-04-21,IN,11,49,67,26,17,11
2020-11-05,IT,-23,3,-3,-37,-27,11
2021-11-01,KH,-11,-12,-21,-46,-20,11
2021-01-01,LB,-38,-19,-2,-52,-67,11
2021-03-18,LU,-39,-1,-10,-26,-25,11
2021-05-10,MA,-34,56,-23,-17,-26,11
2021-02-26,MX,-28,2,-40,-34,-24,11
2021-04-26,NG,2,17,-15,16,-5,11
2021-02-04,NG,-9,4,-10,8,-18,11
2021-04-22,NL,-33,7,59,-45,-26,11
2022-04-18,SV,25,43,2,33,-6,11
2020-10-18,UG,-28,-2,-18,-32,-3,11
2022-03-25,VE,31,64,37,-8,41,11
2022-05-31,YE,123,162,222,81,79,11
2021-08-02,ZM,31,52,37,7,-48,11
2021-01-03,BB,-47,-28,-10,-53,-31,11
2021-05-29,BH,-29,1,-32,-20,-18,11
2021-11-12,BO,-7,16,-2,-16,-7,11
2021-01-02,BZ,-40,-13,1,-49,-28,11
2020-08-29,DO,-37,-20,-33,-45,-26,11
2020-10-21,DO,-32,-5,-26,-34,-28,11
2021-06-08,EC,-1,30,-14,5,-23,11
2022-01-26,FI,-22,-1,26,-40,-30,11
2020-09-22,FJ,6,4,-2,-13,-9,11
2021-01-20,GT,-26,-12,-30,-34,-29,11
2020-09-09,ID,-13,1,-6,-33,-22,11
2022-04-23,IN,6,47,56,26,26,11
2021-05-01,IT,-49,-38,2,-43,-51,11
2022-05-01,KE,62,70,124,78,60,11
2020-12-22,KE,8,22,-1,25,-20,11
2020-08-28,KW,-35,-21,-39,-42,-20,11
2022-04-18,KW,-18,-2,-21,3,-11,11
2021-04-27,LK,-18,14,-25,-16,-19,11
2021-01-27,LK,-25,-4,-22,-22,-30,11
2022-01-19,LU,-23,3,-23,-24,-24,11
2020-07-18,MX,-41,-9,-38,-39,-11,11
2021-12-21,NG,45,55,32,50,0,11
2020-08-21,NI,-31,-21,-32,-35,-18,11
2022-04-16,PA,-17,9,-10,-28,-27,11
2022-02-18,PE,5,22,8,-10,2,11
2022-08-18,PK,53,76,70,53,39,11
2021-12-27,PL,-3,-1,13,-27,-37,11
2020-07-17,SA,-27,-15,-28,-59,-11,11
2020-11-19,SE,-26,-6,-11,-43,-27,11
2021-01-09,SI,-62,-20,-12,-36,-20,11
2021-04-15,SK,-42,9,-15,-40,-26,11
2021-08-16,TH,-27,7,-44,-60,-26,11
2022-07-13,TJ,6,13,37,-15,-14,11
2021-06-07,TT,-43,20,-34,-57,-53,11
2021-05-01,UG,-12,6,-17,-33,-8,11
2021-06-13,UY,-29,-2,-40,-31,-13,11
2022-05-18,VE,36,69,43,-2,39,11
2021-10-27,ZA,11,36,-10,-7,-4,11
2020-12-02,ZA,-3,15,-27,-20,-16,11
2021-01-12,ZM,0,10,20,-6,-17,11
2020-11-05,AR,-44,-8,-62,-39,-16,11
2021-04-22,CO,-25,12,-21,-13,-17,11
2021-04-08,EE,-32,5,30,-32,-35,11
2022-01-13,FI,-24,-3,22,-42,-31,11
2020-11-16,AR,-43,-11,-61,-39,-16,11
2022-01-01,MY,-11,14,8,-16,-36,11
2021-09-29,NZ,-14,11,-21,-50,-12,11
2020-12-28,RO,-21,0,-4,-40,-53,11
2020-07-09,US,-13,1,59,-30,-38,11
2021-12-27,AG,-14,-11,105,-53,-67,11
2022-01-19,AU,-12,5,-17,-55,-28,11
2020-10-21,BH,-25,-12,-24,-15,-17,11
2020-10-13,BH,-25,-12,-19,-13,-19,11
2020-12-07,BZ,-7,1,0,-41,-30,11
2020-09-28,BZ,-10,-8,2,-43,-28,11
2020-10-16,CV,-33,-12,-24,-51,-36,11
2020-11-02,GB,-17,-7,8,-40,-34,11
2021-08-18,GH,28,69,-7,36,-3,11
2022-04-22,GT,12,29,14,-8,17,11
2022-03-16,GT,13,32,17,0,11,11
2020-09-16,HN,-38,-16,-23,-45,-35,11
2020-07-06,IQ,-24,-3,-19,-26,-25,11
2020-09-30,JM,-28,-17,-42,-20,-33,11
2022-07-03,KE,70,82,134,90,63,11
2021-03-25,LV,-30,-4,5,-40,-35,11
2021-03-03,MX,-26,1,-39,-35,-28,11
2022-08-28,MY,1,18,32,-6,2,11
2021-02-22,NG,-7,4,-19,7,-13,11
2021-11-01,NG,25,31,10,31,4,11
2022-04-26,PE,2,18,4,-13,14,11
2022-08-16,PE,15,33,17,-1,23,11
2022-03-14,PE,1,19,6,-13,4,11
2020-11-11,PY,-25,-12,-26,-37,-8,11
2020-07-27,QA,-7,19,5,-24,-8,11
2020-11-23,RW,7,-14,10,-13,-13,11
2021-07-03,SG,-15,14,-7,-22,4,11
2022-02-04,SK,-18,19,13,-27,-24,11
2020-08-14,TG,-8,3,18,-8,-6,11
2020-11-08,TG,-5,11,30,-11,-4,11
2022-06-02,TJ,5,10,28,-15,-4,11
2020-10-30,UG,-24,-5,-24,-24,-9,11
2020-09-04,UG,-24,-11,-11,-34,-12,11
2020-10-20,UG,-22,-6,-17,-24,-10,11
2020-10-28,UG,-22,-8,-23,-21,-11,11
2022-07-09,VE,54,88,40,4,60,11
2022-06-03,VE,38,74,40,-2,49,11
2021-11-19,ZA,13,37,-4,2,-2,11
2022-02-15,ZA,7,30,2,4,4,11
2022-01-25,ZA,13,38,2,-1,0,11
2020-12-19,IN,-30,9,-20,-9,-8,11
2021-12-02,MY,-11,17,-10,-29,-14,11
2020-08-15,NZ,-26,-14,-14,-48,-17,11
2021-06-05,PE,-17,9,-15,-14,-4,11
2021-08-11,TH,-28,4,-44,-61,-28,11
2021-05-16,TW,-36,2,-33,-50,-17,11
2022-08-27,AF,93,142,144,9,38,11
2021-05-14,AT,-26,20,18,-34,-46,11
2020-11-23,BO,-30,-14,-28,-26,-16,11
2020-10-28,CA,-19,-1,17,-47,-30,11
2020-10-17,CR,-35,-13,-46,-44,-17,11
2021-03-05,DK,-22,-2,76,-42,-33,11
2022-05-17,FJ,49,56,82,-1,38,11
2020-08-30,GT,-38,-27,-35,-53,-18,11
2020-10-20,HN,-40,-16,-29,-45,-31,11
2020-09-14,HN,-38,-19,-25,-47,-34,11
2021-03-31,HU,-28,17,51,-32,-35,11
2022-02-21,ID,1,21,3,-28,-8,11
2021-01-24,ID,-32,-20,-32,-46,-18,11
2020-07-22,IL,-22,0,10,-21,-29,11
2022-04-18,IL,-6,11,80,-28,-52,11
2020-10-10,IL,-74,-38,-34,-41,-20,11
2022-04-13,IN,16,57,65,34,21,11
2022-08-09,JM,17,32,35,5,-12,11
2022-08-11,JM,13,26,36,10,-11,11
2020-12-04,JM,-24,-7,-30,-19,-23,11
2022-02-10,JO,-1,28,-13,-26,-3,11
2021-01-20,JO,-33,-11,-43,-52,-29,11
2020-11-27,KE,-1,18,-7,17,-6,11
2020-07-11,KE,-20,-11,-5,-13,-2,11
2021-05-07,KE,10,37,-18,34,0,11
2021-04-17,KE,-6,20,-14,13,5,11
2020-10-08,KE,-6,10,-10,11,-16,11
2020-12-19,KH,-26,-14,-13,-43,-20,11
2022-05-28,KH,13,1,31,-28,27,11
2022-05-14,KH,15,2,47,-19,-8,11
2020-12-19,KR,-29,6,-27,-27,-14,11
2022-08-25,KW,-13,-4,-23,5,-13,11
2020-09-22,KW,-22,-16,-27,-22,-25,11
2021-05-18,KW,-30,-15,-37,-20,-27,11
2021-10-30,LA,-36,-16,-38,-66,-34,11
2020-10-27,LU,-21,-9,2,-18,-27,11
2022-08-23,MA,45,127,108,29,-7,11
2021-04-13,NL,-30,7,71,-46,-29,11
2022-01-12,NO,-15,-2,-14,-46,-28,11
2021-12-17,NO,-2,6,-13,-37,-31,11
2022-08-04,PE,16,30,17,-2,9,11
2022-04-19,PE,0,16,3,-15,11,11
2022-08-26,PE,17,33,18,3,29,11
2021-04-03,PL,-63,-29,-13,-50,-36,11
2020-11-26,PT,-19,3,-24,-37,-18,11
2022-04-21,QA,0,34,5,15,15,11
2021-02-02,SE,-28,-12,5,-44,-31,11
2020-10-05,SV,-31,-12,-34,-22,-32,11
2020-09-06,UG,-29,-15,-10,-40,-3,11
2020-11-26,UG,-21,-6,-12,-20,-10,11
2022-01-28,VE,20,63,18,-15,18,11
2020-08-09,ZA,-31,-13,-13,-52,-9,11
2021-04-03,BR,-46,20,-45,-38,-18,11
2021-02-11,CO,-33,-3,-29,-29,-24,11
2021-04-14,CO,-28,5,-25,-17,-18,11
2021-09-26,NZ,-20,0,-33,-59,-17,11
2021-05-20,TW,-43,2,-44,-56,-22,11
2020-07-18,AE,-28,-9,-48,-49,-11,11
2020-07-09,AU,-14,-1,-1,-43,-27,11
2020-07-23,AW,-19,-6,-4,-38,-27,11
2021-12-23,BE,23,64,13,-26,-37,11
2021-03-22,BE,-32,3,17,-32,-25,11
2020-08-19,BH,-21,-8,-24,-20,-21,11
2022-03-28,BW,70,95,171,97,49,11
2020-12-21,BZ,10,23,24,-28,-34,11
2021-07-25,CL,-20,-2,-35,-8,0,11
2020-10-09,DO,-33,-11,-29,-34,-29,11
2021-06-07,EC,0,32,-13,7,-22,11
2021-02-18,GH,-3,26,-30,0,-14,11
2020-11-11,HU,-29,0,-12,-32,-27,11
2022-05-04,IN,14,53,69,31,13,11
2020-07-15,IQ,-19,3,-16,-21,-24,11
2021-01-12,IT,-30,-4,-18,-40,-25,11
2021-12-28,IT,-4,31,31,-31,-41,11
2022-07-13,JM,13,23,27,11,-9,11
2022-07-13,KW,-19,-13,-28,-2,-36,11
2021-11-14,LA,-32,-16,-33,-62,-37,11
2020-12-03,LV,-26,-5,-17,-37,-29,11
2021-11-15,MX,16,41,-9,-15,-49,11
2022-08-11,NA,25,50,61,60,43,11
2021-09-21,NG,20,27,8,30,3,11
2022-03-16,PE,2,19,5,-16,5,11
2020-11-12,RW,6,-15,-1,-11,-16,11
2021-11-21,SG,-14,0,-3,-28,8,11
2021-12-27,SI,10,22,70,-29,-43,11
2021-04-16,SK,-43,10,-1,-41,-24,11
2022-08-19,TH,-3,27,-5,-19,3,11
2022-08-02,TJ,11,14,38,-11,-12,11
2020-07-27,UG,-23,-13,-7,-34,-18,11
2021-06-12,ZA,-3,19,-20,-16,6,11
2022-03-13,ZA,11,30,50,10,35,11
2020-11-26,AR,-44,-14,-61,-38,-14,11
2021-03-19,DE,-36,3,5,-35,-22,11
2022-01-03,MY,-6,25,-5,-25,-16,11
2021-12-31,NZ,10,53,37,-51,-59,11
2021-06-12,PE,-19,2,-15,-19,-4,11
2022-08-22,AE,12,35,-4,25,11,11
2022-08-17,AE,15,39,-3,25,9,11
2020-07-15,AU,-12,-1,-14,-44,-23,11
2021-08-14,AU,-20,5,-4,-59,-15,11
2022-01-20,BE,-15,14,-7,-31,-25,11
2020-08-22,BH,-32,-18,-32,-28,-12,11
2022-05-27,BW,68,118,157,94,39,11
2022-03-20,BW,69,101,161,91,63,11
2021-05-08,CR,-46,-13,-53,-45,-21,11
2021-06-09,EC,1,33,-11,7,-22,11
2020-09-22,GH,2,21,-1,13,-15,11
2020-07-07,IL,-22,2,0,-17,-27,11
2020-07-22,IQ,-17,3,-16,-22,-23,11
2022-04-19,KH,8,4,36,-24,6,11
2022-04-16,KW,-18,-1,-23,1,-18,11
2021-04-01,MN,1,65,-3,9,-2,11
2021-01-09,MX,-37,-5,-45,-35,-5,11
2021-02-05,MZ,-31,-6,-31,-35,-29,11
2020-12-10,NL,-29,-5,-12,-48,-24,11
2021-04-09,NO,-27,-1,13,-44,-26,11
2022-03-23,NZ,-10,7,-25,-52,-11,11
2022-05-24,PE,3,22,6,-12,18,11
2022-03-27,PH,7,50,60,7,27,11
2021-01-06,PT,-18,4,-23,-34,-17,11
2021-01-02,PY,-36,-16,-24,-37,-37,11
2020-11-20,RW,5,-15,4,-10,-15,11
2020-10-14,RW,5,-12,-1,-13,-19,11
2022-07-13,SA,10,29,58,11,-24,11
2020-11-13,SK,-32,-1,-6,-36,-26,11
2022-03-14,TH,-4,19,-6,-35,-8,11
2020-11-10,UG,-20,-7,-15,-22,-8,11
2022-05-23,YE,124,154,227,84,76,11
2021-12-03,ZA,27,57,5,12,-7,11
2021-01-03,ZW,2,20,34,22,9,11
2022-08-18,AF,113,130,141,5,44,11
2022-02-10,BH,-2,8,-17,-4,-5,11
2022-01-14,BO,2,23,-3,1,-1,11
2022-06-25,CL,-5,17,-22,4,22,11
2021-09-26,FJ,-3,21,1,-58,-22,11
2021-01-20,GH,-1,20,-17,1,-18,11
2022-05-24,GT,9,24,15,-5,15,11
2022-03-21,IN,8,48,67,26,19,11
2022-05-13,IN,12,53,71,31,16,11
2022-03-19,KE,57,60,112,73,49,11
2021-03-27,KE,-7,17,-15,17,3,11
2021-12-29,KE,30,45,9,35,-26,11
2021-03-11,MX,-25,0,-37,-33,-28,11
2021-04-12,NL,-33,-2,33,-46,-29,11
2022-07-19,NZ,4,13,-22,-34,-12,11
2022-01-17,PA,-7,20,-22,-17,-11,11
2020-11-03,PL,-30,-8,2,-38,-30,11
2021-01-12,PR,-25,-17,-34,-38,-24,11
2020-07-18,PY,-28,-13,-32,-42,-7,11
2021-05-16,RW,0,3,6,-9,-5,11
2021-04-21,SA,-15,17,-10,-37,-14,11
2020-11-20,SE,-22,-5,13,-41,-27,11
2020-09-19,SV,-31,-16,-34,-32,-21,11
2022-03-28,TH,-5,19,-7,-31,-11,11
2022-09-08,TJ,8,12,29,-15,-11,11
2020-10-29,UG,-21,-6,-23,-20,-12,11
2021-11-02,ZA,9,39,-12,1,-3,11
2020-07-04,BR,-40,12,-45,-31,-7,11
2021-11-01,ES,-17,-39,38,-30,-76,11
2022-08-02,MY,-3,21,13,-18,0,11
2022-05-31,TW,-35,-10,-41,-44,-10,11
2021-03-30,CZ,-38,10,62,-26,-30,11
2021-03-11,DE,-39,-2,-12,-37,-24,11
2020-11-10,IN,-24,15,-35,-18,-26,11
2021-05-06,TH,-28,-1,-46,-56,-26,11
2020-07-23,US,-14,-2,55,-31,-37,11
2022-01-20,AU,-13,6,-8,-54,-27,11
2020-07-09,AW,-24,-5,-16,-42,-21,11
2020-07-30,BE,-12,-3,127,-36,-51,11
2021-01-27,BO,-32,-14,-31,-29,-22,11
2020-11-13,BZ,-8,-7,7,-39,-31,11
2020-12-28,CL,-20,-1,-33,-20,-16,11
2022-07-04,CL,-2,23,-20,10,26,11
2021-06-14,EC,-2,27,-15,4,-23,11
2022-04-15,ES,-29,-49,109,-33,-76,11
